timeOpen,open
2021-02-19T00:00:00.000Z,11.3878682245
2021-02-20T00:00:00.000Z,14.4859197615
2021-02-21T00:00:00.000Z,12.5997940053
2021-02-22T00:00:00.000Z,13.9530329685
2021-02-23T00:00:00.000Z,18.1877611056
2021-02-24T00:00:00.000Z,19.1616515588
2021-02-25T00:00:00.000Z,21.5598699981
2021-02-26T00:00:00.000Z,17.4905315776
2021-02-27T00:00:00.000Z,17.3259439771
2021-02-28T00:00:00.000Z,16.8228644725
2021-03-01T00:00:00.000Z,16.6440032073
2021-03-02T00:00:00.000Z,18.9198131155
2021-03-03T00:00:00.000Z,17.6446780809
2021-03-04T00:00:00.000Z,17.8647507162
2021-03-05T00:00:00.000Z,16.567487758
2021-03-06T00:00:00.000Z,15.906124498
2021-03-07T00:00:00.000Z,16.5059157283
2021-03-08T00:00:00.000Z,17.466033087
2021-03-09T00:00:00.000Z,17.2354743266
2021-03-10T00:00:00.000Z,18.7811529282
2021-03-11T00:00:00.000Z,17.9475678628
2021-03-12T00:00:00.000Z,20.0836636862
2021-03-13T00:00:00.000Z,18.1694362408
2021-03-14T00:00:00.000Z,19.0902526802
2021-03-15T00:00:00.000Z,18.0523985084
2021-03-16T00:00:00.000Z,17.6735872179
2021-03-17T00:00:00.000Z,16.9664629289
2021-03-18T00:00:00.000Z,17.6047976895
2021-03-19T00:00:00.000Z,17.7844791832
2021-03-20T00:00:00.000Z,17.7803714233
2021-03-21T00:00:00.000Z,17.8085551604
2021-03-22T00:00:00.000Z,17.9725609978
2021-03-23T00:00:00.000Z,18.5924760149
2021-03-24T00:00:00.000Z,17.8661343388
2021-03-25T00:00:00.000Z,17.173038166
2021-03-26T00:00:00.000Z,16.4079248564
2021-03-27T00:00:00.000Z,18.6491527927
2021-03-28T00:00:00.000Z,20.7846725993
2021-03-29T00:00:00.000Z,22.7587044213
2021-03-30T00:00:00.000Z,23.7862596469
2021-03-31T00:00:00.000Z,24.1101453302
2021-04-01T00:00:00.000Z,24.3951821763
2021-04-02T00:00:00.000Z,23.9483497248
2021-04-03T00:00:00.000Z,24.8940378618
2021-04-04T00:00:00.000Z,28.3281687181
2021-04-05T00:00:00.000Z,30.0654858915
2021-04-06T00:00:00.000Z,28.769222427
2021-04-07T00:00:00.000Z,31.6117407791
2021-04-08T00:00:00.000Z,33.4494857453
2021-04-09T00:00:00.000Z,33.9029401852
2021-04-10T00:00:00.000Z,34.6439828844
2021-04-11T00:00:00.000Z,33.5894145661
2021-04-12T00:00:00.000Z,34.9942779434
2021-04-13T00:00:00.000Z,35.8557314362
2021-04-14T00:00:00.000Z,34.3445363926
2021-04-15T00:00:00.000Z,33.0916576421
2021-04-16T00:00:00.000Z,34.9051849922
2021-04-17T00:00:00.000Z,31.7330714752
2021-04-18T00:00:00.000Z,31.440742439
2021-04-19T00:00:00.000Z,40.4846191532
2021-04-20T00:00:00.000Z,39.4204316983
2021-04-21T00:00:00.000Z,39.9583391467
2021-04-22T00:00:00.000Z,40.8670676214
2021-04-23T00:00:00.000Z,48.635919949
2021-04-24T00:00:00.000Z,46.4815210962
2021-04-25T00:00:00.000Z,50.957788146
2021-04-26T00:00:00.000Z,59.3777327076
2021-04-27T00:00:00.000Z,54.4133223673
2021-04-28T00:00:00.000Z,53.5506146757
2021-04-29T00:00:00.000Z,55.1808670797
2021-04-30T00:00:00.000Z,52.1753936038
2021-05-01T00:00:00.000Z,52.7240607841
2021-05-02T00:00:00.000Z,60.8458935638
2021-05-03T00:00:00.000Z,57.5988827446
2021-05-04T00:00:00.000Z,56.4652674032
2021-05-05T00:00:00.000Z,52.4587232634
2021-05-06T00:00:00.000Z,55.1779899843
2021-05-07T00:00:00.000Z,52.8808700679
2021-05-08T00:00:00.000Z,52.3676223314
2021-05-09T00:00:00.000Z,55.3597324827
2021-05-10T00:00:00.000Z,53.7283385257
2021-05-11T00:00:00.000Z,51.8512699084
2021-05-12T00:00:00.000Z,53.9448209796
2021-05-13T00:00:00.000Z,52.4038179284
2021-05-14T00:00:00.000Z,49.9420866521
2021-05-15T00:00:00.000Z,51.7023754336
2021-05-16T00:00:00.000Z,52.552072468
2021-05-17T00:00:00.000Z,56.8099197855
2021-05-18T00:00:00.000Z,56.2887949527
2021-05-19T00:00:00.000Z,67.7156623186
2021-05-20T00:00:00.000Z,42.5131710968
2021-05-21T00:00:00.000Z,53.605297783
2021-05-22T00:00:00.000Z,47.0500056311
2021-05-23T00:00:00.000Z,37.6823186616
2021-05-24T00:00:00.000Z,29.5704276866
2021-05-25T00:00:00.000Z,37.8335406038
2021-05-26T00:00:00.000Z,36.257318353
2021-05-27T00:00:00.000Z,43.0424087414
2021-05-28T00:00:00.000Z,40.6502315294
2021-05-29T00:00:00.000Z,35.025630343
2021-05-30T00:00:00.000Z,33.1033517081
2021-05-31T00:00:00.000Z,34.5503480448
2021-06-01T00:00:00.000Z,39.5254582534
2021-06-02T00:00:00.000Z,37.342606184
2021-06-03T00:00:00.000Z,40.9607111775
2021-06-04T00:00:00.000Z,47.9323658362
2021-06-05T00:00:00.000Z,45.2132903255
2021-06-06T00:00:00.000Z,48.0308550971
2021-06-07T00:00:00.000Z,51.0236414898
2021-06-08T00:00:00.000Z,46.2312101128
2021-06-09T00:00:00.000Z,50.0047313888
2021-06-10T00:00:00.000Z,50.9123289588
2021-06-11T00:00:00.000Z,49.7291050062
2021-06-12T00:00:00.000Z,43.961025377
2021-06-13T00:00:00.000Z,44.3869134723
2021-06-14T00:00:00.000Z,47.0632257063
2021-06-15T00:00:00.000Z,49.2238460392
2021-06-16T00:00:00.000Z,48.1958941303
2021-06-17T00:00:00.000Z,48.7329873456
2021-06-18T00:00:00.000Z,48.4775953624
2021-06-19T00:00:00.000Z,45.8898603808
2021-06-20T00:00:00.000Z,43.9180193764
2021-06-21T00:00:00.000Z,43.9031317927
2021-06-22T00:00:00.000Z,32.8951993787
2021-06-23T00:00:00.000Z,33.1335452433
2021-06-24T00:00:00.000Z,37.956963186
2021-06-25T00:00:00.000Z,38.4086373183
2021-06-26T00:00:00.000Z,35.1613947208
2021-06-27T00:00:00.000Z,36.5683749187
2021-06-28T00:00:00.000Z,39.1855251492
2021-06-29T00:00:00.000Z,40.7159205047
2021-06-30T00:00:00.000Z,42.1055950701
2021-07-01T00:00:00.000Z,44.0060618681
2021-07-02T00:00:00.000Z,41.4370130038
2021-07-03T00:00:00.000Z,41.8944326086
2021-07-04T00:00:00.000Z,42.4850487338
2021-07-05T00:00:00.000Z,42.2741558347
2021-07-06T00:00:00.000Z,40.6399170139
2021-07-07T00:00:00.000Z,42.6495609344
2021-07-08T00:00:00.000Z,45.8359408739
2021-07-09T00:00:00.000Z,41.521027362
2021-07-10T00:00:00.000Z,41.4705276216
2021-07-11T00:00:00.000Z,39.43913511
2021-07-12T00:00:00.000Z,40.054680533
