timeOpen,open
2021-02-19T00:00:00.000Z,2458.7477082117
2021-02-20T00:00:00.000Z,2473.4955522617
2021-02-21T00:00:00.000Z,2420.5021119536
2021-02-22T00:00:00.000Z,2438.9790312881
2021-02-23T00:00:00.000Z,2246.6150755264
2021-02-24T00:00:00.000Z,1979.2557897623
2021-02-25T00:00:00.000Z,2033.8309834006
2021-02-26T00:00:00.000Z,1865.1835857293
2021-02-27T00:00:00.000Z,1843.1262314004
2021-02-28T00:00:00.000Z,1859.4388343327
2021-03-01T00:00:00.000Z,1799.3808975318
2021-03-02T00:00:00.000Z,1977.1560310203
2021-03-03T00:00:00.000Z,1884.6350290698
2021-03-04T00:00:00.000Z,1995.7805042346
2021-03-05T00:00:00.000Z,1954.6055519967
2021-03-06T00:00:00.000Z,1939.0798733009
2021-03-07T00:00:00.000Z,2094.7500913415
2021-03-08T00:00:00.000Z,2178.0463776228
2021-03-09T00:00:00.000Z,2323.097369566
2021-03-10T00:00:00.000Z,2362.9752606808
2021-03-11T00:00:00.000Z,2269.3885370681
2021-03-12T00:00:00.000Z,2289.7406938995
2021-03-13T00:00:00.000Z,2210.9104861251
2021-03-14T00:00:00.000Z,2400.2124044568
2021-03-15T00:00:00.000Z,2311.9719133249
2021-03-16T00:00:00.000Z,2236.5559673623
2021-03-17T00:00:00.000Z,2248.583285972
2021-03-18T00:00:00.000Z,2258.6070181509
2021-03-19T00:00:00.000Z,2227.4175918928
2021-03-20T00:00:00.000Z,2276.4599432491
2021-03-21T00:00:00.000Z,2270.3023748989
2021-03-22T00:00:00.000Z,2239.7787705209
2021-03-23T00:00:00.000Z,2117.1998483289
2021-03-24T00:00:00.000Z,2112.6555365765
2021-03-25T00:00:00.000Z,2004.219158818
2021-03-26T00:00:00.000Z,2010.3714365091
2021-03-27T00:00:00.000Z,2147.9542938258
2021-03-28T00:00:00.000Z,2164.8166402642
2021-03-29T00:00:00.000Z,2128.5359035617
2021-03-30T00:00:00.000Z,2290.8991274341
2021-03-31T00:00:00.000Z,2330.1452418972
2021-04-01T00:00:00.000Z,2411.3597141998
2021-04-02T00:00:00.000Z,2480.7540968999
2021-04-03T00:00:00.000Z,2694.6916411422
2021-04-04T00:00:00.000Z,2549.7966752424
2021-04-05T00:00:00.000Z,2630.0857627716
2021-04-06T00:00:00.000Z,2641.1739487545
2021-04-07T00:00:00.000Z,2662.3024472862
2021-04-08T00:00:00.000Z,2484.1599992462
2021-04-09T00:00:00.000Z,2624.1768586919
2021-04-10T00:00:00.000Z,2595.0199403554
2021-04-11T00:00:00.000Z,2676.5192538206
2021-04-12T00:00:00.000Z,2704.145057736
2021-04-13T00:00:00.000Z,2687.6576090622
2021-04-14T00:00:00.000Z,2882.1175695517
2021-04-15T00:00:00.000Z,3049.2454359086
2021-04-16T00:00:00.000Z,3157.4921446007
2021-04-17T00:00:00.000Z,3039.5416482168
2021-04-18T00:00:00.000Z,2935.059919846
2021-04-19T00:00:00.000Z,2801.7081785288
2021-04-20T00:00:00.000Z,2707.5805513886
2021-04-21T00:00:00.000Z,2940.1756404947
2021-04-22T00:00:00.000Z,2948.2607661637
2021-04-23T00:00:00.000Z,3002.30749313
2021-04-24T00:00:00.000Z,2953.2585904332
2021-04-25T00:00:00.000Z,2762.6473423834
2021-04-26T00:00:00.000Z,2896.928395166
2021-04-27T00:00:00.000Z,3141.3499227954
2021-04-28T00:00:00.000Z,3306.0887033278
2021-04-29T00:00:00.000Z,3381.784680289
2021-04-30T00:00:00.000Z,3385.5460747662
2021-05-01T00:00:00.000Z,3408.3451135171
2021-05-02T00:00:00.000Z,3620.6530192084
2021-05-03T00:00:00.000Z,3624.0939960103
2021-05-04T00:00:00.000Z,4213.2581446018
2021-05-05T00:00:00.000Z,3987.0163437436
2021-05-06T00:00:00.000Z,4324.6848622881
2021-05-07T00:00:00.000Z,4242.4951149849
2021-05-08T00:00:00.000Z,4225.6015181738
2021-05-09T00:00:00.000Z,4746.7951069554
2021-05-10T00:00:00.000Z,4755.1252032528
2021-05-11T00:00:00.000Z,4775.1821840133
2021-05-12T00:00:00.000Z,5050.2866199846
2021-05-13T00:00:00.000Z,4640.9055909652
2021-05-14T00:00:00.000Z,4527.6677482898
2021-05-15T00:00:00.000Z,4935.2844221761
2021-05-16T00:00:00.000Z,4409.6378639746
2021-05-17T00:00:00.000Z,4338.2597708777
2021-05-18T00:00:00.000Z,3953.054946599
2021-05-19T00:00:00.000Z,4083.8278545237
2021-05-20T00:00:00.000Z,2959.6964806357
2021-05-21T00:00:00.000Z,3343.5627894585
2021-05-22T00:00:00.000Z,2939.7092992961
2021-05-23T00:00:00.000Z,2773.6004252022
2021-05-24T00:00:00.000Z,2534.7045461573
2021-05-25T00:00:00.000Z,3192.1644988311
2021-05-26T00:00:00.000Z,3266.4570680696
2021-05-27T00:00:00.000Z,3504.2357490252
